full_address,latitude,longitude,total_leasedSF,company_list,sector_list,lease_count
"62-72 W 47th St, New York, NY, 10036",40.7605156,-73.9877292,500,Sejal Diam,Retail,1
"620 Avenue of the Americas, New York, NY, 10011",40.7401063,-73.994625,561147,32BJ SEIU; Wework; NA; Current; Palantir; Seiu Local 32bj; Cole Hann,"Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies; NA; Technology, Advertising, Media, And Information; Retail",7
"620 Eighth Ave, New York, NY, 10018",40.9160751,-73.8043958,1091040,Liquidnet; Kepos Capital; Seyfarth Shaw; The New York Times; Covington & Burling; NA; Datadog; Goodwin Procter; NA; Williams Lea Tag; Datadog; Goodwin Procter; Datadog,"Financial Services And Insurance; Legal Services; Technology, Advertising, Media, And Information; NA",13
"620 Fifth Ave, New York, NY, 10020",40.920072,-73.8046297,39765,NA; NA,Tbd; NA,2
"622 Third Ave, New York, NY, 10017",42.7136132,-73.7066388,551345,Phaidon International; NA; NA; NA; Travel Tripper; Mccann Worldgroup; Tempositions; NA; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Technology, Advertising, Media, And Information",10
"622-626 Broadway, New York, NY, 10012",40.7254762,-73.9966033,69353,Rockstar Games,"Technology, Advertising, Media, And Information",1
"623 Fifth Ave, New York, NY, 10022",40.9201719,-73.8048104,89876,NA; Transmission Developers; NA; Hcl America; Coupa Software; Mts Health Partners; NA; NA,"NA; Energy & Utilities; Technology, Advertising, Media, And Information; Healthcare",8
"625 Avenue of the Americas, New York, NY, 10011",40.7402113,-73.9949875,175780,NA; Roman Health; GTS; Ro,Tbd; Healthcare; Financial Services And Insurance,4
"625 Broadway, New York, NY, 10012",40.7260399,-73.9964859,56255,NA; Coast; Frontify; Greenbrook; NA; NA; NA,"NA; Financial Services And Insurance; Technology, Advertising, Media, And Information; Real Estate (Except Coworking Providers)",7
"625 Madison Ave, New York, NY, 10022",40.7632104,-73.971500700000007,18011,NA; NA,NA,2
"627 Broadway, New York, NY, 10012",40.7260319,-73.9963913,102000,Nyu Steinhardt,Education,1
"628 Broadway, New York, NY, 10012",40.725998,-73.99596,35313,NA; NA; NA; Rockstar Games,"NA; Technology, Advertising, Media, And Information",4
"63 Madison Ave, New York, NY, 10016",40.7436257,-73.9857495,720421,Freshly; Braze; CBS; Prosek Partners; American Eagle Outfitters; American Eagle Outfitters,"Retail; Technology, Advertising, Media, And Information",6
"630 Ninth Ave, New York, NY, 10036",40.9157613,-73.8036096,127261,Mako Productions; NA; NA; NA; John Marshall Media; NA; NA; IAQ; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Encore Community Services; Marner Architects; NA; Strategy Pr; The Little Orchestra Group; NA; NA; NA; NA; NA; NA; Professional Artists Agency; Zoic Studios; NA; Aged In Wood; M. Chetrit Consulting Engineers; M&I; Stone Mathers; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information; Retail; Construction, Engineering And Architecture",45
"630 Third Ave, New York, NY, 10017",40.7500167,-73.9754031,78723,"Permanent Mission Of Saint Lucia To The United Nations; Rubin, Fiorella, Friedman & Mercante; Verescence; Leader Berkon Colao & Silverstein; Itochu Techno-Solutions; NA; Verescence; NA; NA; Permanent Mission Of The Republic Of Slovenia","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Legal Services; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); NA; Government",10
"633 Third Ave, New York, NY, 10017",42.7135225,-73.7071481,9720,NA; NA; UNICEF; Madan & Saigal,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Legal Services,4
"635 Avenue of the Americas, New York, NY, 10011",40.7406518,-73.9946528,82934,Infor; New York's National Museum Of Mathematics,"Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",2
"635 Madison Ave, New York, NY, 10022",40.7637153,-73.9710106,1650,NA,NA,1
"636 Broadway, New York, NY, 10012",40.7262764,-73.9958685,86222,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Print Mor; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Personal Services And Recreation,47
"64 W 48th St, New York, NY, 10036",40.7581988,-73.9808705,9493,NA; NA; NA; NA; Prounis Jewelry; NA; NA; NA; Arnold Angrist Dc Pc; NA; Convergeone,"NA; Technology, Advertising, Media, And Information",11
"64-68 Wooster St, New York, NY, 10012",40.7248005,-74.0005916,38700,NA; NA; NA; NA; Surfside; NA,NA; Retail; Unclassifiable,6
"640 Fifth Ave, New York, NY, 10019",40.9203162,-73.8044478,186673,NA; NA; NA; NA; The Klein Group; Portage Point Partners; Owl Creek Asset Management; Ladenburg Thalmann & Co; NA; NA; Partners Capital; Trident; Cbc Group,NA; Financial Services And Insurance,13
"641 Avenue of the Americas, New York, NY, 10011",40.7408779,-73.9944868,166608,Ebay; Bigid; Infor; Firstmark Capital; Dsm-Firmenich,"Retail; Technology, Advertising, Media, And Information; Financial Services And Insurance",5
"641 Lexington Ave, New York, NY, 10022",40.758877,-73.9696441,210314,Home And Community Renewal; NA; NA; NA; NA; NA; NA; Florio Leahy; Memorial Sloan-Kettering,Government; NA; Legal Services; Healthcare,9
"645 Fifth Ave, New York, NY, 10022",40.9204373,-73.8046106,46869,Rokos Capital Management; NA,Financial Services And Insurance; Tbd,2
"645 Madison Ave, New York, NY, 10022",40.764068,-73.97094,53948,NA; NA; Roc Capital; NA; Roc Capital Holdings; Tierney Management; NA; Honeycomb Asset Management; NA,NA; Financial Services And Insurance,9
"645-651 Eleventh Ave, New York, NY, 10036",42.7355236,-73.711277,50000,Classic Car Club,Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals),1
"65 Bleecker St, New York, NY, 10012",40.7263784,-73.9949921,27970,Assembly Group; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",3
"65 Broadway, New York, NY, 10006",40.7072132,-74.0124635,89857,NA; Dave Peterson Law Firm; NA; Rescare; Empire Staffing; NA; Law Firm Of Jeffrey Melcer; Manhattan Best; Atri Insurance Services; Ah Dental; NA; Ny Diamond Center; Teva Acupunture; Phylagen; NA,"NA; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Financial Services And Insurance",15
"65 E 55th St, New York, NY, 10022",40.7607818,-73.9721848,489156,Exoduspoint Capital Management; Monday Properties; Pinebridge Investments; Investec Asset Management; Gi Partners; Castlelake; Balyasny Asset Management; NA; Harvard Management; CLEAR; Exodus Point; Piine Bridge Investments; Exodus Point; BTIG; Addition Financial; Hmcre Properties; Cm Investment Partners; Rohatyn Group; The Rodenhizer Group (Trg); NA; NA; Panagram Asset Management; Quilvest; NA; Oak Hill Capital Partners; Eagle Capital,"Financial Services And Insurance; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers)",26
"650 Fifth Ave, New York, NY, 10019",40.7597437,-73.9767802,325700,Integrated Holding Group; NA; Ljm Group; NA; Gibney Anthony & Flaherty; NA; NA; Rolex; NA; NA; NA; Integrated Holding Group; Argo Infrastructure Partners; NA; NA; NA; NA; Levine Lee; The Montague Group; NA; NA; NA; NA; NA; NA; Ar Global; NA; NA; NA; Tgm Associates; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Argo Construction; Fundamental Research Associates,"Financial Services And Insurance; NA; Legal Services; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers); Construction, Engineering And Architecture",45
"650 Madison Ave, New York, NY, 10022",40.7638797,-73.971616,352986,Bc Partners; Sotheby's International Realty; Willett Advisors; Wp Global Partners; NA; NA; Csn (Companhia Siderurgica Nacional); NA; NA; Lts One; NA; Bc Partners; Lakewood Capital Management; Tristate Capital; Brasil Warrant; Ralph Lauren,"Financial Services And Insurance; Real Estate (Except Coworking Providers); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Legal Services; Retail",16
"654 Madison Ave, New York, NY, 10065",40.7644319,-73.9709804,80697,Clover Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Grafine Partners; NA,Real Estate (Except Coworking Providers); NA; Financial Services And Insurance,24
"655 Madison Ave, New York, NY, 10065",40.7643049,-73.9704948,115491,Vision And Beyond Capital Investments; NA; NA; Loews,NA; Financial Services And Insurance,4
"655 Third Ave, New York, NY, 10017",42.7137923,-73.7069234,405275,NA; NA; NA; Savasta &; NA; NA; NA; Clune Construction; NA; NA; Mitsubishi; Estrella Media; Savasta &; NA; NA; Abacus; NA; NA; NA; NA; NA; NA; Empire State Development; NA; NA; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Financial Services And Insurance; Technology, Advertising, Media, And Information; Government; Unclassifiable",30
"66 Hudson Blvd, New York, NY, 10018",40.7552501,-73.9995817,2681394,Proshares; SEB; Fifth Wall Ventures; Eisher Capital; Extreme Reach; NA; Pfizer; Alliancebernstein; HSBC; New York Presbyterian Hospital; NA; Vontobel Asset Management; HSBC; Marshall Wace; Segal Group; NA; NA; Debevoise & Plimpton; Turner Construction; Baker Tilley International; Centiva Capital; NA; Tpg Angelo Gordon,"Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Pharmaceuticals; Healthcare; Legal Services; Real Estate (Except Coworking Providers)",23
"66-70 W 40th St, New York, NY, 10018",40.7580049,-73.9956088,30855,NA; NA; NA; NA; NA; NA; NA,NA,7
"660 12th Ave, New York, NY, 10019",40.7668457,-73.9964666,43027,NA,Tbd,1
"660 Fifth Ave, New York, NY, 10103",40.9205609,-73.8042663,944774,NA; Macquarie; 400 Capital Management; Viking Global Investors; Stephens; Citadel,NA; Financial Services And Insurance,6
"660 Madison Ave, New York, NY, 10065",40.7647391,-73.9711425,21214,NA; NA,NA,2
"661 Lexington Ave, New York, NY, 10022",40.7597637,-73.9698075,1870,NA,NA,1
"665 Broadway, New York, NY, 10012",40.7272859,-73.9953947,39466,NA; NA; NA; NA; NA; NA,NA,6
"666 Broadway, New York, NY, 10012",40.7270543,-73.9952147,8000,NA,NA,1
"666 Third Ave, New York, NY, 10017",42.7138535,-73.7066109,426693,Ovation Travel; NA; NA; NA; NA; NA; Apg Asset Management; NA; Jackson Lewis; NA; NA; Vaneck; NA; NA; NA; Nippon Life Insurance; NA; Sei Investment; NA; NA; Permanent Mission Of Denmark To The Un; Oppenheimer; NA; NA; NA; NA; NA,Transportation; NA; Financial Services And Insurance; Legal Services; Government,27
"667 Madison Ave, New York, NY, 10065",40.7644866,-73.9703323,36256,Essent; NA; NA; NA; Pamplona Capital Management; NA; NA; NA,Financial Services And Insurance; NA,8
"670 Broadway, New York, NY, 10012",40.7272278,-73.9948102,26786,Bandier; NA; Current Real Estate Advisors,NA; Real Estate (Except Coworking Providers),3
"675 Avenue of the Americas, New York, NY, 10010",40.7420727,-73.9936765,75644,Compstak; Aritzia,"Technology, Advertising, Media, And Information; Retail",2
"675 Third Ave, New York, NY, 10017",42.7140376,-73.7067191,205176,NA; The Execu|Search Group; NA; Binder & Schwartz; Prince Houston Group; NA; NA; NA; Consumer Reports; NA; NA; International Trademark Association; NA; NA; NA; NA; NA; NA; NA; National Life Insurance; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Personal Services And Recreation; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Financial Services And Insurance; Tbd",30
"68-76 King St, New York, NY, 10014",40.7278565,-74.0051738,38100,AT&T; NA; Dish Network,"Technology, Advertising, Media, And Information; NA",3
"680 Fifth Ave, New York, NY, 10019",40.9208099,-73.804091,115733,NA; Mikimoto; NA; NA; Mikimoto Co; Azora Bank; Christofferson Robb &; NA; NA; NA; NA,NA; Retail; Financial Services And Insurance; Tbd,11
"685 Third Ave, New York, NY, 10017",42.7141603,-73.706617,170361,NA; NA; Unizo; Remedy Partners; Crain Communications; Intralinks; NA; NA; NA; NA,"NA; Tbd; Technology, Advertising, Media, And Information",10
"693 Fifth Ave, New York, NY, 10022",40.921026,-73.8041883,47161,NA; NA; NA; Jellyfish; Bugatchi Uomo Apparel; Escada America; NA; Edwynn Houk Gallery,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Personal Services And Recreation",8
"7 Bryant Park, New York, NY, 10018",40.7533123,-73.9856305,77639,NA; NA; Venrock; Orion Resource Partners; Schroder Investment Management North America; Whittle School & Studios; Technology Crossover Ventures; NA,Tbd; NA; Financial Services And Insurance; Education,8
"7 Penn Plz, New York, NY, 10001",43.1318845,-77.4402082,166832,NA; Carousel Industries; NA; NA; NA; Mulligan Security; Md Squared Property Group; Mulligan Security; NA; Kc Engineering And Land Surveyin; NA; NA; NA; NA; NA; NA; Indiebio; Marcum Asia,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers); Construction, Engineering And Architecture; Pharmaceuticals",18
"7 Times Sq, New York, NY, 10036",40.7555015,-73.9869028,1250859,"Hawkins, Delafield & Wood; Brown Rudnick; NA; SWIFT; Ann Taylor; Veritext; NA; NA; NA; Anderson Kill; Manatt Phelps & Phillips; Ashurst; Fish & Richardson; Norris Mclaughlin; Pryor Cashman; Pearl Cohen Zedek Latzer; Luxor Capital Group; NA; NA; Sellas Life Sciences Group; NA; NA; NA; Bbb National Programs; Friedman Kaplan Seiler & Adams; NA; NA; NA; Armstrong Teasdale; Office Of The Comptroller Of The Currency; NA; Ann; Riemer Braunstein; NA; Gsi Exim America; NA; Pryor Cashman; NA","Legal Services; NA; Technology, Advertising, Media, And Information; Retail; Tbd; Financial Services And Insurance; Pharmaceuticals; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Government; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",38
"7 W 30th St, New York, NY, 10001",40.7464387,-73.9870499,5000,NA,NA,1
"7 W 36th St, New York, NY, 10018",40.7502152,-73.9842943,30310,NA; NA; Bikal; NA; NA; NA; NA; Mg Security Systems; NA,NA; Financial Services And Insurance,9
"7 W 45th St, New York, NY, 10036",40.7558942,-73.9800683,18979,NA; H And K 833 Associates; NA,NA,3
"7 World Trade Center, New York, NY, 10007",40.713324,-74.012095,566781,"Casey Family Services; Zola; Motive Partners; Capstone Investment Advisors; NA; HBO; Skidmore, Owings & Merrill; New York Academy Of Sciences; Kelner & Kelner; Capstone Investment Advisors; Kostelanetz & Fink; Moët Hennessy; Accuweather; Mansueto Ventures; Broadcast Music; NA; Wilmerhale","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information; Financial Services And Insurance; NA; Construction, Engineering And Architecture; Education; Legal Services; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",17
"70 E 55th St, New York, NY, 10022",40.7604427,-73.9725164,46019,"NA; NA; NA; NA; NA; NA; Meltzer, Lippe, Goldsten & Breitstone; NA",NA; Legal Services,8
"70 W 36th St, New York, NY, 10018",40.7505863,-73.9862797,5417,NA; NA,NA,2
"70-74 Gansevoort St, New York, NY, 10014",40.7393702,-74.0088762,40000,Match.com,"Technology, Advertising, Media, And Information",1
"707 Eleventh Ave, New York, NY, 10019",42.7355236,-73.711277,37169,Kenneth Cole,Retail,1
"71 Fifth Ave, New York, NY, 10003",41.5225559,-74.0499548,155482,NA; Captions Ai; Wework; NA; Adyen; Paxos; NA; NA,"NA; Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Financial Services And Insurance; Tbd",8
"71 W 23rd St, New York, NY, 10010",40.7435779,-73.9919229,38850,Final Frame; Roland Foods,"NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",2
"71 W 47th St, New York, NY, 10036",40.7579216,-73.9812951,20102,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,20
